"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","item","clicks","objects","target_pos","probe_obj","probe_p1","probe_p2","probe_p3","probe_p4","probe_p5","probe_p6","probe_p7","test_p1","test_p2","test_p3","test_p4","test_p5","test_p6","test_p7","test_p8","test_p9","test_p10","test_p11","test_p12","test_p13","test_p14","test_p15","test_p16","test_p17","test_p18","test_p19","test_p20","corr_p1","corr_p2","corr_p3","corr_p4","corr_p5","corr_p6","corr_p7","corr_p8","corr_p9","corr_p10","corr_p11","corr_p12","corr_p13","corr_p14","corr_p15","corr_p16","corr_p17","corr_p18","corr_p19","corr_p20","P1T_rectangle","P2T_rectangle","P3T_rectangle","P4T_rectangle","P5T_rectangle","P6T_rectangle","P7T_rectangle","P8T_rectangle","P9T_rectangle","P10T_rectangle","P11T_rectangle","P12T_rectangle","P13T_rectangle","P14T_rectangle","P15T_rectangle","P16T_rectangle","P17T_rectangle","P18T_rectangle","P19T_rectangle","P20T_rectangle","presented","start","end","rt","accuracy","version","monitor_size","window_size","totaltime_exp","filename"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial1_set2",2,2,"pos11","triangle","pos11","pos17",NA,NA,NA,NA,NA,"empty","empty","empty","empty","empty","empty","empty","empty","empty","empty","occupied","empty","empty","empty","empty","empty","occupied","empty","empty","empty",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.527,0.482,1.102,0.912,0.625,0.8,0.672,1.327,1.068,0.311,1.338,0.723,1.165,0.646,0.409,0.295,1.713,0.678,0.615,0.462,2,0,15.87,15.87,1,"local","1920x1080","1920x1080",15.87,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial2_set2",2,2,"pos11","circle","pos2","pos11",NA,NA,NA,NA,NA,"empty","occupied","empty","empty","empty","empty","empty","empty","empty","empty","occupied","empty","empty","empty","empty","empty","empty","empty","empty","empty",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.378,0.788,0.599,0.67,0.609,1.474,0.549,1.628,0.853,0.759,1.13,1.06,0.932,0.596,0.562,0.861,0.605,1.341,1.598,1.155,2,16.87,36.017,19.147,1,"local","1920x1080","1920x1080",36.017,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial3_set3",3,3,"pos7","circle","pos7","pos8","pos15",NA,NA,NA,NA,"empty","empty","empty","empty","empty","empty","occupied","occupied","empty","empty","empty","empty","empty","empty","occupied","empty","empty","empty","empty","empty",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.426,0.695,0.428,1.22,0.657,0.845,0.988,0.984,0.74,0.588,0.968,0.939,0.789,0.462,0.72,0.826,1.249,0.851,0.697,0.756,3,37.017,53.845,16.828,1,"local","1920x1080","1920x1080",53.845,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial4_set3",3,3,"pos13","square","pos13","pos17","pos18",NA,NA,NA,NA,"empty","empty","empty","empty","empty","empty","empty","empty","empty","empty","empty","empty","occupied","empty","empty","empty","occupied","occupied","empty","empty",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.346,0.592,0.543,0.901,0.673,1.06,0.91,0.952,1.013,0.532,1.105,1.384,0.834,1.06,0.695,1.023,0.271,0.692,0.278,0.69,3,54.845,70.399,15.554,1,"local","1920x1080","1920x1080",70.399,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial5_set4",4,4,"pos20","triangle","pos12","pos15","pos17","pos20",NA,NA,NA,"empty","empty","empty","empty","empty","empty","empty","empty","empty","empty","empty","occupied","empty","empty","occupied","empty","occupied","empty","empty","occupied",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0.826,0.9,1.081,1.341,0.96,0.928,0.748,1.74,0.958,0.732,0.975,0.58,0.853,0.643,0.562,0.571,0.39,1.184,1.1,0.985,4,71.399,89.456,18.057,1,"local","1920x1080","1920x1080",89.456,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial6_set4",4,4,"pos16","circle","pos7","pos12","pos16","pos17",NA,NA,NA,"empty","empty","empty","empty","empty","empty","occupied","empty","empty","empty","empty","occupied","empty","empty","empty","occupied","occupied","empty","empty","empty",0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.148,0.763,1.34,0.552,0.699,0.72,1.42,0.911,0.68,0.653,0.911,0.563,0.741,0.555,0.517,0.586,0.474,0.438,1.002,0.765,4,90.456,105.894,15.438,1,"local","1920x1080","1920x1080",105.894,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial7_set5",5,5,"pos10","square","pos1","pos6","pos9","pos10","pos13",NA,NA,"occupied","empty","empty","empty","empty","occupied","empty","empty","occupied","occupied","empty","empty","occupied","empty","empty","empty","empty","empty","empty","empty",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.377,0.449,0.872,0.843,1.302,0.857,0.531,0.945,0.969,0.765,1.053,1.534,0.654,1.315,0.422,1.029,0.941,1.244,0.422,1.006,5,106.894,124.424,17.53,1,"local","1920x1080","1920x1080",124.424,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial8_set5",5,5,"pos16","circle","pos2","pos4","pos14","pos15","pos16",NA,NA,"empty","occupied","empty","occupied","empty","empty","empty","empty","empty","empty","empty","empty","empty","occupied","occupied","occupied","empty","empty","empty","empty",1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0.827,1.155,0.827,0.983,0.486,0.611,1.412,1.015,0.615,0.845,0.611,1.172,0.339,1.132,1.046,0.411,0.636,0.795,0.383,1.513,5,125.424,142.238,16.814,0,"local","1920x1080","1920x1080",142.238,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial9_set6",6,6,"pos11","star","pos10","pos11","pos15","pos16","pos19","pos20",NA,"empty","empty","empty","empty","empty","empty","empty","empty","empty","occupied","occupied","empty","empty","empty","occupied","occupied","empty","empty","occupied","occupied",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.741,0.71,0.557,0.738,0.763,1.969,0.778,0.479,0.397,0.686,1.004,0.496,0.662,0.845,0.731,1.294,0.343,1.124,1.015,1.059,6,143.238,159.629,16.391,1,"local","1920x1080","1920x1080",159.629,"TESTSITE1_MNtest05_R_TESTsim0005"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","vmtask","2023.2.3","VM_trial10_set6",6,6,"pos3","square","pos3","pos4","pos10","pos14","pos18","pos20",NA,"empty","empty","occupied","occupied","empty","empty","empty","empty","empty","occupied","empty","empty","empty","occupied","empty","empty","empty","occupied","empty","occupied",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.529,1.011,1.175,0.884,0.743,0.424,0.793,0.412,0.824,1.273,0.932,1.126,0.925,0.64,0.32,0.343,0.933,2.257,0.397,0.896,6,160.629,177.466,16.837,1,"local","1920x1080","1920x1080",177.466,"TESTSITE1_MNtest05_R_TESTsim0005"
